Title,Image_URL,Full_Content,Excerpt,Date,Creator
Mid-March Newsletter,https://images.squarespace-cdn.com/content/v1/5db9d341bba34033898eef44/4f3778a8-817e-451a-ade3-d3845229ef5a/f.jpg?format=original,"Good afternoon,You may have been aware of the news surrounding Silicon Valley Bank (SVB), and a rival Signature Bank, both went into a US Government controlled wind down.SVB a bank that caters to many of the world's most powerful tech investors was taken over by federal regulators, becoming one of the largest lenders to fail since the 2008 Global Financial Crisis.Why is the SVB bank in trouble now?In recent months, many of SVB’s clients (technology sector companies) had been withdrawing more money than usual. The bank stated that in order to cater for those withdrawals, it had to sell part of its bond holdings at a steep loss of $1.8 billion at the same time the US Federal Reserve [1] raised interest rates.Investors at both banks have got worried about their viability and proceeded to withdraw even more money from the banks — a textbook definition of a ""bank run"".What do these failures mean for NZ investors?Analysts have suggested that despite initial panic on Wall Street, these collapses are unlikely to set off the kind of domino effect that gripped the banking industry during the Global Financial Crisis.In order to restore confidence in America’s banking system, US Treasury Secretary Janet Yellen, Chairman of the Federal Reserve Jerome Powell and Federal Deposit Insurance Corporation (FDIC) Chairman Martin J. Gruenberg released a joint statement on Sunday US time. They announced FDIC will make Silicon Valley Bank and Signature Bank’s customers whole by guaranteeing all deposits including all uninsured deposits.“The system is as well-capitalized and liquid as it has ever been,” Moody’s chief economist Mark Zandi said. “The banks that are now in trouble are much too small to be a meaningful threat to the broader system.” (CNN, 2023)No Need to Hit the Panic ButtonWhilst we cannot know if other banks in the US are at risk, the US Government has sent a signal to US deposit holders that withdrawing money in response to fear is unnecessary.For our clients, the direct exposure to these banks in our share portfolios is minimal, between 0.03% and 0.04% depending on the underlying fund. That translates into about 3 - 4 cents for every $100 invested. These small exposures show the benefit of wide diversification across many businesses and industries.As you are reading this, markets have already priced in this news and the actions of the US government seem to have gone a long way towards calming markets. As always, we encourage investors to look past periods of short-term volatility, which in the long run are unlikely to impact your plan.If this has sparked any questions you would like us to address, we are only a phone call or an email away. Please get in contact with us on 0800 NO STRESS (0800 667 873) or email at info@foxplan.nz if you have any questions or would like your adviser to talk through your current investment plan.Kind Regards,The FoxPlan Team [1] The US equivalent of New Zealand’s Reserve Bank",,"Thu, 16 Mar 2023 02:04:14 +0000",holly.jones@foxplan.nz
"Money Month: 'Touch, pause, and engage' your finances.",https://images.squarespace-cdn.com/content/v1/5db9d341bba34033898eef44/1692668240101-ZP4OKILT1GZJZTBNOPOF/08-23_FXP_MoneyMonth_rugby_thumbnail.1.png?format=original,"Picture your financial journey as a dynamic sequence: ""Touch, Pause, Engage,"" just like in rugby. Life can be unpredictable, so you must be ready!Touch: Begin by reaching out and touching base on your financial goals. This is like acknowledging your goals – whether it's buying a home, saving for a trip to Europe or achieving financial independence. It's the moment when you make a tangible connection with what you want to achieve.Pause: Next, pause to evaluate your spending habits. Think of it as timeout in the game where you assess your financial actions. Consider your income, expenses, and overall financial health. Reflect on whether your spending habits align with your goals. This pause allows you to make informed decisions and adjust your approach if needed. Engage: Just as a rugby player re-enters the game with renewed energy, engage with your finances in a purposeful manner. Embrace new, constructive money habits that support your goals. This could mean creating a budget, building an emergency fund, investing wisely, or paying off debt. The key is to actively participate in actions that pave the way for your financial success. We have a team of experienced financial advisers to help with this step - book in a free chat >> https://foxplan.nz/book Your financial journey should mirror the strategy of a rugby game. By touching base with your goals, pausing to assess your actions, and engaging with purposeful money habits, you're better equipped to tackle the challenges and opportunities that come your way, ensuring a secure financial future.",,"Tue, 22 Aug 2023 01:41:30 +0000",holly.jones@foxplan.nz
Mortgage repayment options,https://images.squarespace-cdn.com/content/v1/5db9d341bba34033898eef44/1579610371087-I3XBY1EQ02EZ0NUGT5S4/Mortgage+repayment+options.jpg?format=original,"A mortgage is essentially an obligation to repay a debt, with the property purchased being the collateral or security on which the loan is obtained. Mortgages are either interest-only, principal and interest, with either fixed or variable interest rate options Floating versus Fixed Your mortgage interest rate may be fixed, floating, or a combination of both. The floating rate is based on the OCR (official cash rate) set by the Reserve Bank of New Zealand. Fixed rates are funded by overseas banks (predominantely the US). In New Zealand 5 years is typically the longest you can fix a mortgage for. FoxPlan Tip Ask your FoxPlan/New Zealand Home Loan (NZHL) adviser about strategies for repaying your Mortgage faster by using interest and term strategies. Paying Off your Mortgage (Principal & Interest) Whenever you make payments on your mortgage a portion of it goes on to:a. Paying the bank first i.e. their interest, andb. Whats left over pays off the debt i.e. your principal.After paying off the interest first, often there is not much left over, and this is why it takes quite some time for the debt to go down.So the faster you can reduce your principal the more you will save. The standard term for a Mortgage is 30 years, but can be lower. FoxPlan Tip If you accumulate lump sums of capital it is a good idea to put the majority of it onto your Mortgage. The drop in principal will save you interest, which could add up to a lot of money over the life of the loan. Interest Only Mortgage You pay the bank their interest only, no debt (i.e. principal) is repaid.Circumstances may dictate an interest only mortgage as being the most appropriate short, medium or long term option. Residential property investors often grow a portfolio of properties based on the non repayment of capital. In other circumstances cash flow may determine your Financial Adviser making a recommendation to have a period of interest only on a mortgage for home owners or home renovators. Lenders need to approve Interest Only and only approve for short duration. In cases when the LVR exceeds 80% it is unlikely the bank will offer an Interest Only option. The views and opinions expressed in this newsletter are not intended to be a personalised service for an individual retail client. The views and opinions are general in nature, may not be relevant to an individual's circumstances, and constitute class service only. Before making any investment, insurance or other financial decisions, you should consult a professional financial adviser of FoxPlan Limited. You can find more important information about us here.","A mortgage is essentially an obligation to repay a debt, with the property purchased being the collateral or security on which the loan is obtained. Mortgages are either interest-only, principal and interest, with either fixed or variable interest rate options…","Mon, 14 Jan 2019 12:40:00 +0000",GuestUser
What is Sorted's Money Week?,https://images.squarespace-cdn.com/content/v1/5db9d341bba34033898eef44/1596711926857-E431WQVNFEGMKO572U2W/Sorted+Money+Week+2020+Stakeholder+Lock+up.png?format=original,"Sorted’s Money Week Money Week is an annual campaign aimed at raising New Zealander’s financial capability. Every year, this is an opportunity for financial entities to come together around a central topic and help support Kiwis. The theme for 2020 is “just wondering…” – reflecting the explosion of questions about money we’ve seen during this time of change and uncertainty. Just wondering, what is Money Week? (and what is FoxPlan doing for it).This annual campaign, backed by the NZ Commission for Financial Capability (CFFC), is about helping boost financial literacy across New Zealand. For more information, check out the official webpage. By effectively engaging with Money Week, you will further your financial literacy and be in a position to make smarter financial decisions. At FoxPlan, we’re putting out five short videos to help educate New Zealanders and supporting each one with some free tools for financial planning. Online Financial Fitness BootcampWe’re also using this as an opportunity to invite people to sign-up to our FREE Online Financial Bootcamp series – going live in September – click below to pre-register for your spot. Cant’ wait until the end of the week to see all the videos? Follow the links below. Monday - What is Money Week?Tuesday - How do I start a plan?Wednesday - Do I earn enough to become rich?Thursday - How to survive the remainder of Covid-19Friday - When can I quit my job / retire? You can find more important information about us here. The views and opinions expressed in this newsletter are not intended to be a personalised service for an individual retail client. The views and opinions are general in nature, may not be relevant to an individual's circumstances, and constitute class service only. Before making any investment, insurance or other financial decisions, you should consult a professional financial adviser of FoxPlan Limited.","Sorted’s Money WeekMoney week is an annual campaign aimed at raising New Zealander’s financial capability. Every year, this is an opportunity for financial entities to come together around a central topic and help support Kiwis. The theme for 2020 is “just wondering…” – reflecting the explosion of questions about money we’ve seen during this time of change and uncertainty.","Thu, 06 Aug 2020 10:45:02 +0000",GuestUser
How do I start a Plan?,https://images.squarespace-cdn.com/content/v1/5db9d341bba34033898eef44/1597084568247-UHZJ610WJR8KQTSTB1KI/Screen+Shot+2020-08-10+at+19.35.49.png?format=original,"Just wondering, how do I start a Plan? – guidelines for doing it yourself As Kiwis, we’re inclined to love all things D.I.Y – including Financial Planning. Therefore, this video is all about getting your Financial Plan started if you’re going to do it yourself. When starting, there are three key areas to look at – your goals, your current financial situation, and your strategy. By nailing these three areas, you’ll be well on your way to put yourself in a stronger, more secure position, able to achieve your financial dreams. As you move further with your planning, we think that it’s essential to meet with a professional – especially when looking at more detailed Investment or Risk Mitigation strategies. In the video Dean mentions some freebies for you to download, to help you with your planning, you’ll find these below. Let’s get started. 1. Goals Knowing where you want to go is by far the most important part of any Financial Plan. Knowing our destination and timeframe sets the pace for our Plan. Just like a road trip, if we know the vehicle we are driving, how much time we have and sketch out the places we’d like to stop along the way, we’ll be in a good position to know when we can enjoy the sights and when we’ll need to hit the road. 2. Complete an AuditNow is the perfect time to look through your expenses. Enter your actual spending on the Spending Plan. Go back over the last 3-6 months' worth of transactions and list them down. Once completed, you will have the ability to adjust the figures to match your spending goals. Online Financial Fitness BootcampWe’re also using this as an opportunity to invite people to sign-up to our FREE online financial bootcamp series – going live in September – click below to pre-register for your spot. Cant’ wait until the end of the week to see all the videos? Follow the links below. Monday - What is Money Week?Tuesday - How do I start a plan?Wednesday - Do I earn enough to become rich?Thursday - How to survive the remainder of Covid-19Friday - When can I quit my job / retire? You can find more important information about us here. The views and opinions expressed in this newsletter are not intended to be a personalised service for an individual retail client. The views and opinions are general in nature, may not be relevant to an individual's circumstances, and constitute class service only. Before making any investment, insurance or other financial decisions, you should consult a professional financial adviser of FoxPlan Limited.","As Kiwis, we’re inclined to love all things D.I.Y – including Financial Planning. Therefore, this video is all about getting your Financial Plan started if you’re going to do it yourself.When starting, there are three key areas to look at – your goals, your current financial situation, and your strategy. By nailing these three areas, you’ll be well on your way to put yourself in a stronger, more secure position, able to achieve your financial dreams.","Mon, 10 Aug 2020 09:45:00 +0000",GuestUser
Do I earn enough to become rich?,https://images.squarespace-cdn.com/content/v1/5db9d341bba34033898eef44/1597085947648-QX5XOIG9DOY7F83WIZ8Y/Screen+Shot+2020-08-10+at+19.58.48.png?format=original,"Just wondering, do I earn enough to become rich?While we can’t answer to whether you’ll be a millionaire or billionaire, we do know that if you start saving now, at this time next year you’ll be richer than you are now. In this video Dean discusses the discipline of spending less than you earn and the importance of regularly monitoring your Net Worth. So today, we have 2 tools for you to use. The first being a simple Net Worth Calculator (ScoreCard) and the second being our Investment Slider to help show you the positive effects of compound interest (in your favour). So knock yourself out and have a play with both of the tools & as always, Dean is here for a chat if you need some guidance. 1. ScoreCard Here you can add in your Assets, Liabilities and Investments – this will provide you with your overall Net Worth position. Your Net Worth position will put a stake in the ground and give you a number to measure your success for the future. 2. Investment Slider This tool will show you the benefits of compound interest - when it’s in your favour. You’ll be able to enter your timeframe, regular savings contributions and model likely scenarios based on these facts. Online Financial Fitness BootcampWe’re also using this as an opportunity to invite people to sign-up to our FREE Online Financial Bootcamp series – going live in September – click below to pre-register for your spot. Cant’ wait until the end of the week to see all the videos? Follow the links below. Monday - What is Money Week?Tuesday - How do I start a plan?Wednesday - Do I earn enough to become rich?Thursday - How to survive the remainder of Covid-19Friday - When can I quit my job / retire? You can find more important information about us here. The views and opinions expressed in this newsletter are not intended to be a personalised service for an individual retail client. The views and opinions are general in nature, may not be relevant to an individual's circumstances, and constitute class service only. Before making any investment, insurance or other financial decisions, you should consult a professional financial adviser of FoxPlan Limited.","While we can’t answer to whether you’ll be a millionaire or billionaire we do know that if you start saving now, at this time next year you’ll be richer than you are now.In this video Dean discusses the discipline of spending less than you earn and the importance of regularly monitoring your Net Worth.","Mon, 10 Aug 2020 19:06:10 +0000",GuestUser
How to survive the remainder of Covid-19,https://images.squarespace-cdn.com/content/v1/5db9d341bba34033898eef44/1597037271391-173X8U8GVWSU6CBV7FOY/Screen+Shot+2020-08-10+at+06.27.22.png?format=original,"Just wondering, how to survive the remainder of Covid-19In this video, Dean talks about how we can get through the rest of 2020 but not only that he talks of how to prepare for unplanned events in our lives. Let’s take the time to check in to all of those memberships that we currently have, reduce energy costs and reviewing our mortgages / debt. All of this will free up some cash flow that we can repurpose and reallocate. With our newfound cash surplus we can go ahead and build a reserve fund which is the key to surviving any financial crisis. With cash available in a crisis, you’ll have better clarity and more time to make calculated decisions. So without further adieu let’s get in to the Audit Sheet below to see where you can free up some cash. Complete your AuditNow is the perfect time to look through your expenses. Enter your actual spending on the spending plan above. Go back over the last 3-6 months' worth of transactions and list them down. Once completed, you will have the ability to adjust the figures to match your spending goals. Online Financial Fitness BootcampWe’re also using this as an opportunity to invite people to sign-up to our FREE online financial bootcamp series – going live in September – click below to pre-register for your spot. Cant’ wait until the end of the week to see all the videos? Follow the links below. Monday - What is Money Week?Tuesday - How do I start a plan?Wednesday - Do I earn enough to become rich?Thursday - How to survive the remainder of Covid-19Friday - When can I quit my job / retire? You can find more important information about us here. The views and opinions expressed in this newsletter are not intended to be a personalised service for an individual retail client. The views and opinions are general in nature, may not be relevant to an individual's circumstances, and constitute class service only. Before making any investment, insurance or other financial decisions, you should consult a professional financial adviser of FoxPlan Limited.August 10, 2020","In this video Dean talks about how we can get through the rest of 2020 but not only that he talks of how to prepare for unplanned events in our lives.Let’s take the time to check in to all of those memberships that we currently have, reduce energy costs and reviewing our mortgages / debt. All of this will free up some cash flow that we can repurpose and reallocate.","Wed, 12 Aug 2020 16:05:59 +0000",GuestUser
When can I quit my job / retire?,,"Just wondering, when can I quit my job / retire? Lots of people are actively wondering how they can escape the 9-5. Escape the corporate lifestyle. We are here to tell you that the age at which you retire is ultimately your decision. It all comes down to discipline. The earlier you plan your retirement the earlier you can make it a reality. What is retirement? Retirement is simply replacing your income so you no longer need to trade your time for money. There are many ways to create additional income sources so we will leave that up to you, but ultimately we eventually want to replace our income completely or accumulate enough wealth in a lump sum that we no longer need to work again. There are multiple government schemes that will help supplement income once you reach retirement age and so, you’ll just need to contribute enough to your retirement fund to match the lifestyle you expect to live. The more indulgent the lifestyle the more income we will need. As Dean mentions in his video, when you’re retired every day is the weekend and we all know that we spend more on a Saturday & Sunday than we do on a weekday. With this in mind let’s follow the two steps below to firstly determine the income needed for our fun years. We also need to determine when it is we’d like to retire. Is it at age 65 or can we afford to bring this forward? Can we simply start winding back work to part time for a few years before the big day. Secondly when we are in retirement we need to measure and monitor our spending. If we have our money invested, it’s about monitoring the market and making sure our investment plan is on track. Alternatively if we have a big wad of cash in the bank we need to make sure we’re monitoring our purchasing power as everyday basic needs become more and more expensive over the years. Let’s get started below. 1. Set a targetWhen do you want to retire? How long until you will retire? How many more years do you have to accumulate wealth?How much do you need to live on in retirement? What’s your expected annual income per year? How long do you plan on being retired? 30 years? 2. Track our progress Now that we understand the goal (when we are going and when we need to be there) we can start to measure the progress. Let’s reverse engineer it. If we need to accumulate $100,000 over 10 years it’s pretty simple to work out how much we need to save each year to make that happen. If the savings are looking unrealistic and we need to leverage our money to create an additional income source - now is the time investigate further. Do you need an investment plan to help you get to your goal faster? Are you willing to take on some risk in order to make your goal become a reality? If this is the case and you’d like some investment advice feel free to get in touch. Signing out for Money Week We hope you’ve enjoyed watching our videos as part of Sorted’s Money Week this year. As always if there are any further questions you have or would simply like to catch up with Dean for a coffee, please feel free to get in touch. Oh and don’t forget to sign up for our 4 part Online Bootcamp via that link below. If you’ve enjoyed Money Week then you’ll love the Bootcamp Series. If you’ve missed any of the previous videos please follow the links below. Monday - What is Money Week?Tuesday - How do I start a plan?Wednesday - Do I earn enough to become rich?Thursday - How to survive the remainder of Covid-19Friday - When can I quit my job / retire? Online Financial Fitness BootcampWe’re also using this as an opportunity to invite people to sign-up to our FREE online financial bootcamp series – going live in September – click below to pre-register for your spot. You can find more important information about us here. The views and opinions expressed in this newsletter are not intended to be a personalised service for an individual retail client. The views and opinions are general in nature, may not be relevant to an individual's circumstances, and constitute class service only. Before making any investment, insurance or other financial decisions, you should consult a professional financial adviser of FoxPlan Limited.",Lots of people are actively wondering how they can escape the 9-5. Escape the corporate lifestyle. We are here to tell you that the age at which you retire is ultimately your decision. It all comes down to discipline. The earlier you plan your retirement the earlier you can make it a reality.,"Wed, 12 Aug 2020 20:26:23 +0000",GuestUser
Investment Newsletter - November 2022,https://images.squarespace-cdn.com/content/v1/5db9d341bba34033898eef44/4f3778a8-817e-451a-ade3-d3845229ef5a/f.jpg?format=original,"November NewsletterGood afternoon,Newton’s Third Law of Motion states that for every action, there is an equal and opposite reaction.This quote is very well-known within the scientific community. In finance, there have been historical events where we can also observe this phenomenon. For example, when we see the value of an asset increasing, we can observe that the value of another asset decreases, although not necessarily with an equal magnitude.For the past two decades, we have seen traditional investments such as equities and bonds were negatively correlated. This means that when the price of equities increases, the price of bonds decreases, and vice versa. Because of this, fund managers will tend to allocate a portion of their portfolios to bonds to reduce risk and manage volatility. However, 2022 shows us otherwise. Equities and Bonds have both decreased (Positive Correlation).It is worth noting that 2022 is not a unique case. There have been instances in the past that it is positively corelated or have positive correlation. Fund managers throughout the decades have become more and more creative, branching out with the investment instruments they use, on top of the traditional investments - these are called alternative investments. Alternative investments can include cryptocurrency, commodities, and derivatives.With the equity and bond markets both being down, would alternative investments, be a better way to reduce risk?In this newsletter, we could look at cryptocurrency, commodities, and derivatives but it would be a very long, winded newsletter! Instead, we will just look at cryptocurrency.In simple terms, cryptocurrency is a type of digital or virtual currency. It can serve as ordinary money, but it has no physical counterparts, such as banknotes or coins that can be carried around. Cryptocurrency exists only in electronic form.“Everything you don’t understand about money combined with everything you don’t understand about computers.”—HBO’s Last Week Tonight with John Oliver, March 11, 2018Cryptocurrencies, such as Bitcoin have been given great attention due to its meteoric rise in value in recent years. Given its dramatic price changes, it is not surprising that investors are looking into the role of cryptocurrencies in a portfolio.Price of Bitcoin, January 2015 – November 2022 Source: Bitcoin USD (BTC-USD) Price History & Historical Data - Yahoo FinanceIn assessing the merits of allocating cryptocurrency into a portfolio to reduce risk, let’s first look at the factors in determining the components of a portfolio. The two most common factors are that the assets should achieve a positive expected return over time, and the assets should help mitigate uncertainty.Let’s look at the expected return criterion of the most widely recognized cryptocurrency, Bitcoin. It is unclear of whether investing in Bitcoin has a positive expected return. This is because it offers no claim on future profits of a company, as one gets with equities, and receives no interest payments, as one is entitled to with a bond. Bitcoin’s returns are derived from holding and depending on it appreciating in value against the dollar, which is a speculative investment.It is also unclear how Bitcoin can help investors manage risk given that this asset has historically fallen in value by double-digit percentages in a single day. Therefore, the extreme fluctuation of Bitcoin is not a suitable asset to hold to reduce risk. Because of this, we do not believe that allocating capital to cryptocurrency reduces portfolio risk.If you wish to further discuss about alternative investments or any other topics with us, please let us know and we can arrange accordingly. Withdrawals pre-ChristmasWith the Christmas break quickly approaching, we know that this is a time when extra funds may be required. In early December is when we conduct a rebalance of portfolios to account for withdrawals for the holiday period. This year, we will process this on Monday, the 5th of December. If you require any one-off withdrawals or require additional funds before Christmas Eve, please let your adviser know, or reply to this email before Thursday, the 1st of December so we can account for this when rebalancing.The funds will be paid out within 10 business days.Please note that regular withdrawals that has been set prior to this are unaffected. You can expect your regular withdrawals to occur automatically, on the date you have specified (or the business day after).As always if you require the funds to be withdrawn after this period, we can still arrange for this to be done. Please contact us at advisersupport@foxplan.nz or info@foxplan.nz and we will assist you.FoxPlan’s offices will be closed from the afternoon of the 21st of December 2022 and will re-open on the 9th of January 2023. During this period, if you have any urgent requests, please see below the list of our investment supplier details. As we wrap up 2022, from all of us at FoxPlan, we would like to wish you Merry Christmas and a Happy New Year. We look forward to assisting you with your plans through 2023 and beyond. You can read all of our investment newsletters throughout the year on our website by clicking the link below. Kind Regards,The FoxPlan Team",,"Thu, 24 Nov 2022 21:50:07 +0000",holly.jones@foxplan.nz
October 2023 - Quarterly Investment Update,https://images.squarespace-cdn.com/content/v1/5db9d341bba34033898eef44/1698881981753-UPYUFP0ZU03JUH3BBGQ1/image-asset.jpeg?format=original,"Good afternoon,We hope you are looking forward to the warm weather as Christmas approaches.We are pleased to enclose our Spring update covering the reporting period from July to September 2023. Global equities were mostly lower over the third quarter as rising bond yields and the likelihood that interest rates would stay higher for longer weighed on most growth assets.Within the update, the lead market commentary article provides an overview of the quarter and highlights several drivers of the recent returns, with a snapshot of weakened key commodity prices, decline in house prices and stabilised interest rates, while reinforcing the value of diversification.A more detailed summary of the various market returns through the quarter and over longer time horizons is covered in the key market movements section.The feature article by Consilium titled ‘Lessons for investors in an AI future” takes a look at how the share market responds to technological innovations, proving that the emergence of AI can be a volatile but also a potentially rewarding experience. And finally emphasises the importance of disciplined investment principles, diversification, and patience for long-term success in this ever-evolving landscape. Looking ahead, inflation remains at the forefront of policymakers decisions both in New Zealand and overseas. Central banks are cautious about further rate hikes, with New Zealand's central bank likely to follow the global trend unless we see a sharp rise in unemployment, and the overall economic outlook suggests slowing growth with the potential for a mild recession if tight monetary policy persists.We look forward to keeping you informed on the performance of markets and investments throughout the coming months.We are only a phone call or an email away should you wish to discuss anything. Please get in contact with your adviser or contact us at 0800 NO STRESS (0800 667 873) or email info@foxplan.nz if you have any questions or would like your adviser to talk through your current investment plan.Kind Regards,The FoxPlan Team",,"Wed, 01 Nov 2023 23:40:23 +0000",holly.jones@foxplan.nz
On-Going Support From FoxPlan,https://images.squarespace-cdn.com/content/v1/5db9d341bba34033898eef44/1580898665202-EHSSOI0EIG3BU5TL0SFP/PB.jpg?format=original,"Hi AllAt FoxPlan we believe that Financial Advice is an essential service that all New Zealanders need to have access to. However, to play our part in protecting our clients, our people and communities at this time, both FoxPlan and the wider industry are making some changes to normal operations. In spite of the changes outlined below, I want to reassure you that we have good systems in place so you can continue to access your Financial Advisers, and the team at FoxPlan.The information below explains how we will be operating for the next four weeks. Please read it to ensure you are prepared for the coming weeks.On going support to you from Thursday 26th March and the next four weeksWe remain committed to delivering the high-quality service that our clients expect of us. Our Advisers will be working full time remotely to keep up with client’s queries, questions and any other assistance that you require. In case you can’t find your advisers details, see a full list below. These can also be found on our website www.foxplan.nz Our Advisers are available for either online meetings, by phone or email. Our Staff will also be working full time remotely, to ensure that we service all your requirements and are here to help you. You can continue to speak to one of the team by calling 0800 NO STRESS from 8:30am-5pm weekdays or email at info@foxplan.nz Widespread business disruption across New Zealand, high call volumes and internet usage, means there may be some delays responding to your requests. If possible, please try email if the phone lines are busy. Thanks in advance for your patience. Managers & staff will regularly review feedback from our clients about how we are responding and providing service to you. Rest assured – we will let you know in advance if we need to make further changes.RegardsPaul Barnes | CEO The views and opinions expressed in this article are not intended to be a personalised service for an individual retail client. The views and opinions are general in nature, may not be relevant to an individual's circumstances, and constitute class service only. Before making any investment, insurance or other financial decisions, you should consult a professional financial adviser of FoxPlan Limited. You can find more important information about us here.﻿","At FoxPlan we believe that Financial Advice is an essential service that all New Zealanders need to have access to. However, to play our part in protecting our clients, our people and communities at this time, both FoxPlan and the wider industry are making some changes to normal operations. In spite of the changes outlined below, I want to reassure you…","Thu, 26 Mar 2020 09:21:00 +0000",GuestUser
How to Build Wealth AND Enjoy Life - Part 2,https://images.squarespace-cdn.com/content/v1/5db9d341bba34033898eef44/32f7f919-c469-4ed9-baa3-37b312015ce0/Untitled+design+%2844%29.png?format=original,"Ready to delve further into how to build wealth while enjoying your life? In this blog, we highlight the drawbacks of relying on a single savings account for various financial goals, stressing the need to create separate accounts to ensure clarity and prevent unintended setbacks. Additionally, we explore the significance of understanding one's money personality and fostering a clear vision to navigate the financial journey with purpose. Join us as we uncover essential strategies for financial success. The Importance of Goal-Oriented Accounts in Financial PlanningWhen it comes to managing money, many people fall into the trap of having a single savings account for all their financial goals. Having one savings account might seem convenient initially, but it often leads to unintended consequences. Imagine having $50,000 in a single account earmarked for various goals like a holiday, a car upgrade, or children's education. When faced with a choice, such as purchasing a $20,000 car or a $50,000 car, the decision-making becomes challenging. Similarly, overspending on one goal, like a holiday, may jeopardise other goals. The key to achieving financial goals lies in creating separate accounts for each objective. This ensures a clear understanding of the cost, timeframe, and priority of each goal. Without this clarity, you may find yourself getting back from the car dealership or holiday destination with a whole lot less money than you need for your other goals - but it’s fine, you can just borrow some money or put it on the credit card… Right? No. Before you create your separate goal accounts, it is vital to work out what your goals are, what they are going to cost, and when you want to have them. If you don't have clarity around that, you will stumble along without purpose and it will be hard to achieve anything. Getting Past Your Money PersonalityUnderstanding your money personality is the key to success with this because changing your approach to money isn't as simple as saying, ""Just do it."" We often grapple with our ingrained money personalities. If the thought of spending money makes your stomach turn or you can’t imagine sticking to a budget because you are a reckless spender, mere encouragement won't suffice.It's about having a vision, a clear understanding of what you want, and visualising the impact. This clarity acts as a guiding force, keeping you on the right path. To compare it to something outside of money, if you were going on holiday and you wanted to lose some weight before the trip and you can picture yourself on that beach by a certain date, at a certain weight, there is a much higher chance of actually working towards that. A clear vision makes for a smooth financial journey. In the next blog, we are stepping into the world of credit card rewards – where ""free"" isn't always what it seems. Keep an eye out.",,"Thu, 01 Feb 2024 21:03:24 +0000",holly.jones@foxplan.nz
Paul Barnes appointed as new CEO of FoxPlan Ltd,https://images.squarespace-cdn.com/content/v1/5db9d341bba34033898eef44/1579468303252-4LLWAHHFZSMLNQXPOP24/Paul+Barnes+appointed+as+new+CEO+of+FoxPlan+Ltd.jpg?format=original,"Paul Barnes has been appointed as CEO of Wellington financial firm FoxPlan Ltd.Paul started with the firm in 2012 before being appointed as Managing Director in 2017.“I am delighted to be appointed to the role of CEO. I look forward to driving FoxPlan through a period of major regulatory disruption and achieving our ambitious growth targets. I want to thank the board for their consideration in my appointment” said Paul Barnes.Paul will be responsible for managing the 5-year transition period as FoxPlan adapts to its new business structure and management team. Paul will also be responsible for ensuring FoxPlan’s smooth transition to the new licensing requirements set by the Financial Markets Authority.“Our goal is to continue to grow FoxPlan to a nationwide financial planning services company. With our focus on automation, technology, partnerships and people, I am confident we will achieve this.”“Paul brings fresh energy and vision to FoxPlan in his new role as CEO. I am very pleased to know the company I founded will continue to thrive under his leadership” said FoxPlan founder and former chair John Killick.FoxPlan Board Chair Heather Roy said the board was delighted to appoint Paul as CEO.“His experience within the firm and dedication means that he is the right person to lead FoxPlan through its transitionary period and to achieve the growth targets we have set,” she said.“The board and I would also like to extend our sincere gratitude to John Killick for his work as [outgoing] Chief Executive.”. The views and opinions expressed in this article are not intended to be a personalised service for an individual retail client. The views and opinions are general in nature, may not be relevant to an individual's circumstances, and constitute class service only. Before making any investment, insurance or other financial decisions, you should consult a professional financial adviser of FoxPlan Limited. You can find more important information about us here.﻿",“I am delighted to be appointed to the role of CEO. I look forward to driving FoxPlan through a period of major regulatory disruption and achieving our ambitious growth targets. I want to thank the board for their consideration in my appointment” said Paul Barnes….,"Mon, 21 Oct 2019 20:12:00 +0000",GuestUser
